,Usia,Gender,Gaji,Jumlah Anak
5032,25,P,1-3jt,0
5033,42,P,5-10jt,1
5034,47,P,3-5jt,1
5035,37,L,5-10jt,0
5036,22,L,5-10jt,4
5037,21,L,3-5jt,5
5038,52,L,3-5jt,5
5039,33,P,3-5jt,3
5040,31,P,1-3jt,4
5041,45,P,1-3jt,6
5042,27,P,5-10jt,3
5043,57,P,5-10jt,4
5044,23,L,5-10jt,0
5045,27,L,5-10jt,0
5046,20,L,5-10jt,6
5047,50,P,3-5jt,4
5048,46,L,5-10jt,4
5049,30,P,1-3jt,0
5050,20,L,5-10jt,2
5051,49,L,1-3jt,6
5052,18,P,3-5jt,4
5053,40,P,3-5jt,0
5054,48,L,3-5jt,1
5055,22,P,3-5jt,1
5056,46,P,1-3jt,6
5057,33,L,1-3jt,2
5058,56,P,3-5jt,2
5059,41,L,3-5jt,4
5060,51,L,3-5jt,3
5061,18,L,3-5jt,2
5062,31,L,5-10jt,2
5063,25,P,1-3jt,6
5064,23,L,1-3jt,5
5065,51,L,3-5jt,3
5066,24,L,3-5jt,5
5067,55,L,3-5jt,2
5068,46,P,3-5jt,0
5069,41,P,3-5jt,1
5070,59,L,1-3jt,3
5071,20,L,5-10jt,1
5072,43,P,5-10jt,3
5073,31,L,3-5jt,2
5074,49,P,5-10jt,6
5075,28,L,1-3jt,3
5076,39,L,1-3jt,1
5077,42,L,1-3jt,2
5078,47,P,5-10jt,3
5079,49,L,1-3jt,2
5080,45,L,1-3jt,6
5081,34,P,5-10jt,5
5082,28,L,3-5jt,6
5083,22,L,1-3jt,1
5084,41,P,1-3jt,5
5085,41,P,1-3jt,5
5086,53,L,3-5jt,4
5087,28,P,3-5jt,5
5088,34,L,5-10jt,4
5089,53,L,3-5jt,5
5090,59,P,3-5jt,3
5091,57,P,3-5jt,6
5092,23,P,3-5jt,1
5093,54,L,1-3jt,5
5094,31,P,5-10jt,4
5095,33,L,5-10jt,1
5096,60,L,1-3jt,1
5097,27,L,5-10jt,3
5098,29,L,5-10jt,5
5099,49,L,3-5jt,2
5100,27,P,5-10jt,5
5101,23,P,5-10jt,4
5102,32,P,1-3jt,5
5103,24,P,3-5jt,4
5104,51,L,3-5jt,3
5105,20,P,5-10jt,6
5106,19,P,1-3jt,1
5107,27,L,5-10jt,5
5108,55,P,3-5jt,1
5109,26,L,3-5jt,5
5110,48,L,1-3jt,6
5111,20,L,3-5jt,0
5112,47,P,1-3jt,6
5113,54,L,3-5jt,2
5114,44,P,1-3jt,6
5115,59,L,5-10jt,6
5116,28,L,1-3jt,3
5117,38,P,3-5jt,1
5118,52,L,5-10jt,5
5119,41,P,1-3jt,4
5120,32,L,3-5jt,0
5121,21,P,1-3jt,3
5122,23,P,3-5jt,2
5123,50,P,3-5jt,1
5124,41,L,5-10jt,0
5125,28,P,1-3jt,6
5126,31,L,1-3jt,6
5127,49,P,3-5jt,1
5128,46,P,5-10jt,2
5129,33,P,3-5jt,0
5130,17,L,5-10jt,6
5131,24,L,3-5jt,0
5132,29,P,1-3jt,6
5133,55,P,1-3jt,2
5134,38,L,1-3jt,2
5135,53,L,3-5jt,4
5136,17,P,3-5jt,2
5137,38,L,5-10jt,1
5138,38,P,3-5jt,1
5139,21,L,1-3jt,4
5140,25,P,3-5jt,5
5141,31,P,3-5jt,1
5142,48,L,1-3jt,5
5143,50,P,3-5jt,0
5144,54,L,1-3jt,0
5145,30,P,5-10jt,3
5146,60,L,5-10jt,1
5147,27,L,1-3jt,0
5148,45,P,3-5jt,5
5149,23,L,5-10jt,1
5150,54,P,1-3jt,1
5151,24,L,5-10jt,6
5152,51,L,3-5jt,1
5153,51,L,1-3jt,3
5154,41,P,3-5jt,0
5155,53,L,5-10jt,3
5156,49,P,1-3jt,0
5157,55,L,1-3jt,0
5158,31,L,1-3jt,5
5159,29,L,5-10jt,6
5160,18,P,5-10jt,5
5161,21,L,1-3jt,5
5162,28,P,3-5jt,6
5163,34,L,1-3jt,5
5164,37,L,3-5jt,2
5165,37,L,3-5jt,3
5166,37,P,1-3jt,4
5167,42,L,3-5jt,2
5168,38,L,1-3jt,1
5169,34,L,3-5jt,0
5170,24,L,3-5jt,6
5171,60,P,1-3jt,6
5172,48,L,5-10jt,1
5173,28,L,3-5jt,4
5174,57,L,1-3jt,0
5175,28,L,3-5jt,1
5176,26,P,5-10jt,0
5177,23,L,3-5jt,2
5178,43,P,3-5jt,5
5179,50,L,5-10jt,6
5180,31,P,5-10jt,6
5181,20,P,5-10jt,3
5182,43,P,1-3jt,4
5183,39,L,5-10jt,6
5184,60,L,3-5jt,5
5185,40,L,5-10jt,3
5186,56,L,3-5jt,5
5187,47,P,3-5jt,0
5188,55,L,3-5jt,1
5189,53,P,1-3jt,6
5190,46,P,3-5jt,3
5191,25,L,1-3jt,0
5192,17,P,5-10jt,0
5193,48,L,3-5jt,5
5194,42,P,1-3jt,2
5195,24,P,5-10jt,3
5196,54,L,5-10jt,6
5197,19,L,5-10jt,0
5198,24,P,5-10jt,4
5199,32,L,5-10jt,1
5200,20,P,1-3jt,5
5201,42,P,5-10jt,1
5202,33,P,5-10jt,1
5203,20,L,5-10jt,3
5204,51,L,5-10jt,6
5205,50,L,5-10jt,2
5206,31,L,3-5jt,6
5207,55,P,3-5jt,2
5208,50,L,5-10jt,4
5209,18,P,1-3jt,1
5210,26,P,3-5jt,6
5211,41,P,1-3jt,1
5212,26,L,5-10jt,3
5213,19,L,5-10jt,0
5214,52,L,3-5jt,2
5215,17,L,5-10jt,2
5216,58,L,5-10jt,2
5217,42,L,3-5jt,6
5218,17,P,5-10jt,4
5219,22,L,3-5jt,4
5220,48,L,5-10jt,0
5221,30,P,5-10jt,5
5222,21,L,5-10jt,1
5223,25,L,5-10jt,4
5224,41,P,1-3jt,2
5225,27,L,5-10jt,3
5226,39,L,5-10jt,0
5227,42,L,1-3jt,5
5228,26,P,3-5jt,4
5229,59,P,5-10jt,5
5230,20,L,1-3jt,2
5231,30,L,5-10jt,6
5232,32,L,1-3jt,1
5233,52,P,3-5jt,4
5234,47,L,5-10jt,2
5235,37,L,1-3jt,5
5236,34,L,1-3jt,2
5237,22,L,1-3jt,3
5238,41,P,1-3jt,3
5239,44,P,3-5jt,3
5240,56,P,1-3jt,4
5241,50,L,5-10jt,0
5242,47,L,5-10jt,5
5243,29,L,1-3jt,5
5244,50,P,5-10jt,3
5245,27,L,1-3jt,0
5246,60,L,3-5jt,1
5247,44,L,1-3jt,3
5248,43,L,1-3jt,5
5249,58,P,1-3jt,3
5250,31,L,1-3jt,0
5251,43,P,5-10jt,1
5252,44,P,5-10jt,4
5253,37,L,5-10jt,2
5254,52,P,3-5jt,4
5255,39,P,1-3jt,6
5256,49,P,3-5jt,4
5257,55,L,1-3jt,5
5258,55,P,5-10jt,4
5259,32,L,1-3jt,2
5260,33,L,3-5jt,6
5261,31,L,5-10jt,3
5262,56,L,1-3jt,2
5263,36,P,5-10jt,2
5264,55,P,1-3jt,6
5265,43,L,1-3jt,6
5266,44,P,3-5jt,1
5267,27,L,1-3jt,1
5268,42,L,5-10jt,3
5269,29,L,1-3jt,4
5270,40,P,3-5jt,4
5271,48,L,1-3jt,2
5272,59,P,5-10jt,1
5273,30,L,5-10jt,2
5274,55,P,1-3jt,5
5275,49,P,5-10jt,6
5276,44,L,1-3jt,0
5277,60,P,1-3jt,2
5278,42,P,1-3jt,6
5279,44,P,1-3jt,2
5280,24,L,5-10jt,3
5281,46,P,1-3jt,3
5282,33,P,1-3jt,0
5283,28,L,3-5jt,0
5284,58,P,3-5jt,3
5285,21,P,3-5jt,5
5286,24,L,3-5jt,1
5287,48,P,1-3jt,4
5288,46,L,3-5jt,5
5289,59,P,3-5jt,5
5290,46,P,3-5jt,5
5291,22,P,3-5jt,4
5292,40,P,3-5jt,4
5293,58,L,5-10jt,6
5294,46,P,3-5jt,6
5295,41,P,1-3jt,3
5296,57,L,3-5jt,3
5297,43,P,5-10jt,5
5298,49,L,1-3jt,5
5299,22,P,1-3jt,2
5300,59,L,1-3jt,5
5301,49,P,5-10jt,1
5302,54,P,1-3jt,1
5303,47,P,5-10jt,2
5304,32,L,5-10jt,1
5305,54,P,1-3jt,5
5306,23,L,3-5jt,0
5307,35,L,3-5jt,2
5308,34,P,1-3jt,6
5309,40,P,1-3jt,6
5310,47,P,5-10jt,3
5311,60,L,5-10jt,5
5312,35,L,3-5jt,3
5313,32,P,3-5jt,0
5314,60,L,5-10jt,3
5315,56,P,3-5jt,0
5316,38,L,1-3jt,2
5317,53,L,5-10jt,6
5318,36,L,3-5jt,6
5319,42,L,5-10jt,2
5320,57,P,5-10jt,0
5321,25,P,1-3jt,3
5322,54,L,3-5jt,2
5323,32,L,1-3jt,1
5324,23,L,5-10jt,1
5325,34,L,1-3jt,5
5326,56,P,3-5jt,5
5327,43,P,1-3jt,3
5328,17,P,1-3jt,0
5329,26,L,5-10jt,1
5330,34,P,1-3jt,6
5331,49,P,1-3jt,6
5332,60,L,1-3jt,6
5333,35,P,3-5jt,6
5334,36,P,1-3jt,3
5335,54,L,3-5jt,3
5336,32,P,3-5jt,1
5337,36,L,1-3jt,1
5338,34,P,3-5jt,5
5339,30,P,5-10jt,0
5340,58,L,3-5jt,2
5341,28,L,5-10jt,6
5342,30,P,3-5jt,1
5343,30,P,1-3jt,5
5344,17,P,3-5jt,1
5345,31,P,1-3jt,6
5346,25,L,1-3jt,0
5347,23,P,3-5jt,4
5348,27,P,1-3jt,1
5349,48,L,3-5jt,2
5350,34,P,5-10jt,2
5351,47,L,1-3jt,5
5352,46,L,1-3jt,0
5353,44,L,1-3jt,3
5354,36,L,1-3jt,3
5355,58,L,3-5jt,4
5356,36,L,3-5jt,2
5357,21,P,1-3jt,0
5358,35,L,3-5jt,3
5359,55,L,5-10jt,4
5360,50,P,3-5jt,4
5361,52,L,5-10jt,5
5362,46,L,5-10jt,6
5363,20,P,5-10jt,5
5364,33,P,5-10jt,1
5365,58,L,1-3jt,6
5366,27,L,3-5jt,2
5367,43,P,5-10jt,0
5368,36,L,1-3jt,2
5369,51,L,5-10jt,5
5370,35,L,1-3jt,4
5371,57,P,3-5jt,0
5372,47,P,1-3jt,0
5373,60,L,1-3jt,2
5374,49,P,3-5jt,4
5375,41,P,5-10jt,1
5376,38,P,5-10jt,5
5377,49,P,5-10jt,1
5378,32,P,3-5jt,3
5379,29,L,1-3jt,2
5380,57,P,1-3jt,0
5381,58,P,1-3jt,6
5382,36,L,5-10jt,6
5383,32,L,5-10jt,0
5384,54,L,1-3jt,0
5385,51,P,3-5jt,0
5386,27,L,1-3jt,1
5387,25,P,3-5jt,3
5388,35,L,5-10jt,1
5389,40,L,3-5jt,3
5390,18,P,5-10jt,0
5391,57,L,5-10jt,5
5392,41,L,1-3jt,3
5393,40,P,1-3jt,1
5394,37,L,5-10jt,3
5395,27,L,5-10jt,3
5396,40,L,5-10jt,2
5397,43,P,3-5jt,0
5398,20,L,1-3jt,4
5399,40,L,5-10jt,3
5400,56,L,3-5jt,1
5401,29,P,5-10jt,2
5402,30,L,1-3jt,3
5403,37,P,5-10jt,5
5404,17,L,3-5jt,2
5405,50,P,3-5jt,2
5406,20,P,1-3jt,3
5407,22,L,1-3jt,2
5408,58,L,3-5jt,0
5409,19,P,3-5jt,4
5410,53,L,3-5jt,5
5411,20,P,1-3jt,6
5412,48,L,3-5jt,0
5413,52,P,1-3jt,6
5414,26,L,5-10jt,5
5415,31,L,1-3jt,0
5416,54,L,1-3jt,1
5417,42,L,1-3jt,6
5418,33,L,3-5jt,1
5419,52,P,5-10jt,5
5420,37,L,1-3jt,1
5421,50,P,3-5jt,6
5422,47,P,1-3jt,6
5423,41,L,5-10jt,1
5424,31,L,5-10jt,3
5425,56,P,3-5jt,1
5426,51,P,5-10jt,3
5427,36,L,3-5jt,2
5428,50,P,5-10jt,4
5429,47,L,5-10jt,1
5430,47,P,1-3jt,3
5431,35,L,3-5jt,5
5432,48,L,1-3jt,4
5433,54,P,3-5jt,1
5434,20,L,1-3jt,1
5435,24,L,1-3jt,0
5436,31,P,1-3jt,2
5437,58,P,1-3jt,0
5438,47,P,5-10jt,4
5439,44,L,3-5jt,4
5440,43,P,5-10jt,3
5441,56,L,3-5jt,4
5442,49,P,3-5jt,0
5443,39,P,1-3jt,5
5444,49,P,3-5jt,6
5445,21,L,3-5jt,5
5446,53,L,5-10jt,5
5447,26,L,1-3jt,5
5448,28,L,3-5jt,0
5449,44,L,1-3jt,2
5450,26,L,1-3jt,3
5451,27,P,3-5jt,6
5452,21,L,1-3jt,2
5453,42,L,5-10jt,3
5454,59,P,3-5jt,3
5455,47,L,3-5jt,4
5456,49,P,1-3jt,5
5457,46,L,1-3jt,3
5458,59,P,5-10jt,2
5459,56,P,1-3jt,0
5460,23,P,5-10jt,0
5461,18,P,3-5jt,5
5462,39,P,5-10jt,3
5463,40,L,1-3jt,3
5464,59,P,5-10jt,5
5465,59,P,1-3jt,6
5466,29,L,3-5jt,1
5467,21,P,3-5jt,2
5468,52,P,5-10jt,2
5469,25,P,1-3jt,6
5470,56,P,1-3jt,2
5471,49,L,3-5jt,6
5472,17,L,5-10jt,0
5473,27,P,3-5jt,1
5474,42,L,1-3jt,4
5475,25,L,5-10jt,3
5476,46,L,5-10jt,4
5477,19,P,3-5jt,3
5478,40,L,3-5jt,0
5479,55,P,3-5jt,4
5480,42,L,5-10jt,0
5481,40,P,3-5jt,3
5482,53,P,3-5jt,1
5483,51,L,3-5jt,0
5484,31,P,1-3jt,0
5485,37,L,3-5jt,4
5486,17,P,1-3jt,0
5487,35,P,5-10jt,1
5488,44,L,5-10jt,1
5489,18,L,5-10jt,1
5490,26,L,3-5jt,0
5491,51,P,3-5jt,1
5492,42,P,1-3jt,3
5493,27,L,1-3jt,5
5494,47,P,3-5jt,6
5495,35,L,5-10jt,3
5496,56,L,5-10jt,4
5497,39,L,1-3jt,2
5498,19,L,3-5jt,2
5499,54,P,1-3jt,5
5500,50,L,3-5jt,5
5501,20,L,1-3jt,1
5502,53,L,3-5jt,5
5503,52,L,5-10jt,1
5504,17,P,5-10jt,3
5505,20,L,3-5jt,1
5506,28,L,5-10jt,0
5507,19,P,5-10jt,1
5508,35,L,3-5jt,5
5509,18,P,5-10jt,5
5510,46,P,1-3jt,6
5511,53,P,1-3jt,4
5512,32,P,1-3jt,1
5513,37,L,1-3jt,5
5514,19,P,3-5jt,4
5515,20,L,3-5jt,2
5516,47,L,1-3jt,6
5517,35,L,1-3jt,6
5518,21,L,1-3jt,4
5519,17,L,1-3jt,6
5520,33,P,5-10jt,6
5521,52,P,3-5jt,0
5522,26,L,5-10jt,1
5523,60,P,5-10jt,4
5524,25,P,5-10jt,3
5525,57,L,5-10jt,1
5526,27,P,3-5jt,1
5527,41,P,5-10jt,3
5528,17,L,3-5jt,2
5529,39,P,3-5jt,3
5530,37,P,1-3jt,0
5531,35,L,5-10jt,4
5532,36,P,3-5jt,4
5533,18,L,1-3jt,5
5534,34,P,3-5jt,0
5535,29,P,1-3jt,4
5536,46,L,3-5jt,6
5537,26,P,1-3jt,6
5538,55,L,5-10jt,1
5539,25,L,3-5jt,1
5540,21,P,3-5jt,5
5541,17,L,1-3jt,1
5542,43,L,1-3jt,0
5543,38,L,3-5jt,3
5544,40,L,3-5jt,2
5545,29,L,5-10jt,4
5546,27,L,5-10jt,5
5547,17,P,5-10jt,3
5548,28,P,5-10jt,0
5549,29,L,1-3jt,0
5550,58,P,5-10jt,0
5551,36,P,3-5jt,4
5552,47,L,1-3jt,4
5553,25,P,1-3jt,6
5554,45,L,3-5jt,0
5555,56,P,3-5jt,0
5556,34,L,1-3jt,2
5557,43,L,3-5jt,6
5558,30,L,3-5jt,0
5559,42,L,1-3jt,0
5560,26,P,5-10jt,4
5561,31,L,5-10jt,5
5562,54,P,1-3jt,1
5563,50,L,1-3jt,2
5564,17,P,5-10jt,2
5565,20,P,3-5jt,4
5566,45,L,1-3jt,2
5567,55,P,5-10jt,0
5568,56,P,1-3jt,4
5569,48,P,3-5jt,3
5570,38,P,1-3jt,1
5571,37,L,1-3jt,1
5572,56,L,1-3jt,1
5573,31,L,3-5jt,4
5574,46,P,3-5jt,6
5575,55,P,1-3jt,5
5576,58,L,3-5jt,5
5577,38,L,1-3jt,0
5578,43,L,3-5jt,5
5579,56,P,1-3jt,0
5580,51,L,1-3jt,4
5581,49,L,5-10jt,3
5582,45,P,5-10jt,6
5583,45,P,1-3jt,3
5584,46,P,1-3jt,2
5585,35,P,1-3jt,5
5586,22,L,3-5jt,4
5587,44,L,3-5jt,6
5588,32,P,3-5jt,3
5589,52,P,3-5jt,5
5590,43,L,5-10jt,5
5591,41,P,1-3jt,0
5592,17,L,3-5jt,4
5593,37,L,3-5jt,0
5594,26,L,5-10jt,2
5595,57,L,3-5jt,1
5596,52,L,3-5jt,3
5597,34,L,3-5jt,6
5598,39,P,3-5jt,2
5599,51,P,5-10jt,3
5600,32,L,1-3jt,2
5601,32,P,1-3jt,5
5602,44,L,1-3jt,5
5603,53,L,1-3jt,5
5604,32,P,3-5jt,4
5605,17,L,1-3jt,1
5606,50,P,3-5jt,2
5607,47,L,1-3jt,6
5608,26,L,3-5jt,5
5609,40,L,3-5jt,3
5610,22,L,5-10jt,1
5611,47,P,3-5jt,6
5612,60,L,1-3jt,0
5613,35,P,3-5jt,3
5614,51,L,1-3jt,6
5615,25,P,1-3jt,5
5616,57,L,3-5jt,6
5617,52,L,5-10jt,2
5618,57,L,1-3jt,3
5619,54,P,1-3jt,2
5620,46,P,5-10jt,4
5621,30,L,5-10jt,0
5622,45,L,5-10jt,0
5623,21,P,3-5jt,0
5624,59,P,1-3jt,2
5625,59,P,1-3jt,1
5626,60,L,5-10jt,5
5627,39,L,5-10jt,2
5628,17,L,5-10jt,2
5629,34,L,3-5jt,1
5630,26,L,5-10jt,6
5631,44,L,1-3jt,5
5632,23,L,3-5jt,6
5633,34,L,5-10jt,4
5634,19,L,3-5jt,2
5635,58,L,1-3jt,3
5636,41,L,3-5jt,3
5637,32,P,1-3jt,4
5638,37,P,3-5jt,0
5639,51,L,3-5jt,5
5640,53,L,3-5jt,4
5641,45,P,3-5jt,3
5642,50,L,5-10jt,3
5643,37,L,3-5jt,6
5644,37,L,1-3jt,5
5645,23,P,5-10jt,3
5646,60,L,5-10jt,4
5647,25,P,1-3jt,0
5648,25,P,5-10jt,2
5649,20,P,3-5jt,1
5650,39,L,3-5jt,0
5651,26,L,5-10jt,5
5652,34,P,3-5jt,2
5653,55,P,5-10jt,2
5654,23,P,1-3jt,5
5655,28,P,3-5jt,3
5656,22,P,5-10jt,5
5657,57,P,3-5jt,2
5658,49,L,3-5jt,6
5659,40,P,5-10jt,1
5660,44,P,5-10jt,6
5661,49,P,3-5jt,1
5662,57,L,5-10jt,4
5663,26,L,1-3jt,3
5664,33,P,5-10jt,0
5665,60,L,5-10jt,0
5666,48,P,1-3jt,2
5667,52,P,1-3jt,0
5668,52,P,1-3jt,6
5669,40,L,1-3jt,3
5670,37,L,3-5jt,1
5671,33,P,3-5jt,2
5672,35,L,5-10jt,3
5673,25,P,3-5jt,5
5674,60,P,1-3jt,1
5675,37,L,5-10jt,3
5676,60,P,3-5jt,1
5677,19,P,3-5jt,4
5678,46,L,3-5jt,2
5679,43,P,5-10jt,3
5680,37,L,3-5jt,4
5681,53,P,3-5jt,4
5682,49,P,1-3jt,5
5683,50,P,1-3jt,6
5684,27,P,3-5jt,2
5685,60,P,5-10jt,0
5686,49,L,3-5jt,5
5687,36,P,1-3jt,5
5688,39,L,3-5jt,1
5689,46,L,1-3jt,0
5690,38,L,1-3jt,0
5691,26,P,1-3jt,6
5692,45,P,5-10jt,5
5693,37,L,5-10jt,4
5694,50,L,1-3jt,5
5695,50,L,5-10jt,1
5696,45,L,1-3jt,3
5697,23,L,3-5jt,4
5698,30,P,5-10jt,6
5699,44,P,3-5jt,4
5700,46,L,3-5jt,2
5701,49,P,5-10jt,5
5702,28,P,3-5jt,5
5703,39,L,3-5jt,6
5704,23,L,1-3jt,4
5705,60,P,1-3jt,2
5706,53,P,3-5jt,0
5707,54,P,1-3jt,4
5708,19,P,1-3jt,1
5709,42,P,1-3jt,6
5710,56,L,3-5jt,4
5711,48,P,3-5jt,2
5712,35,L,1-3jt,4
5713,55,P,5-10jt,0
5714,40,L,3-5jt,1
5715,53,P,1-3jt,1
5716,33,P,3-5jt,0
5717,40,L,3-5jt,4
5718,35,P,1-3jt,3
5719,52,P,1-3jt,6
5720,57,L,5-10jt,5
5721,57,L,1-3jt,5
5722,31,P,5-10jt,4
5723,55,L,1-3jt,2
5724,47,L,1-3jt,3
5725,37,L,5-10jt,4
5726,42,P,5-10jt,1
5727,27,L,5-10jt,5
5728,43,L,1-3jt,5
5729,17,L,5-10jt,4
5730,41,L,3-5jt,1
5731,27,L,5-10jt,1
5732,39,P,5-10jt,4
5733,34,P,5-10jt,6
5734,22,P,1-3jt,2
5735,53,P,3-5jt,6
5736,34,P,1-3jt,1
5737,50,P,5-10jt,6
5738,50,P,5-10jt,5
5739,17,P,3-5jt,5
5740,55,P,5-10jt,2
5741,43,P,3-5jt,4
5742,19,L,5-10jt,4
5743,43,L,1-3jt,5
5744,30,P,1-3jt,5
5745,59,P,5-10jt,3
5746,53,P,5-10jt,0
5747,28,P,5-10jt,1
5748,44,L,5-10jt,5
5749,24,L,1-3jt,6
5750,25,P,3-5jt,3
5751,37,L,5-10jt,6
5752,22,L,5-10jt,3
5753,45,P,3-5jt,3
5754,52,P,1-3jt,6
5755,45,L,5-10jt,4
5756,26,L,5-10jt,5
5757,34,P,3-5jt,4
5758,39,L,1-3jt,5
5759,47,L,3-5jt,3
5760,50,L,1-3jt,6
5761,35,P,5-10jt,4
5762,40,P,1-3jt,4
5763,37,P,5-10jt,0
5764,28,L,1-3jt,2
5765,35,L,3-5jt,6
5766,42,P,5-10jt,1
5767,60,L,3-5jt,6
5768,25,L,3-5jt,5
5769,29,P,5-10jt,5
5770,26,L,5-10jt,4
5771,43,L,5-10jt,1
5772,31,P,1-3jt,6
5773,51,P,1-3jt,0
5774,37,P,5-10jt,4
5775,60,L,1-3jt,5
5776,37,P,3-5jt,0
5777,28,P,3-5jt,2
5778,44,P,5-10jt,5
5779,45,L,1-3jt,5
5780,46,L,5-10jt,4
5781,36,L,3-5jt,4
5782,57,L,5-10jt,4
5783,44,P,3-5jt,6
5784,56,L,5-10jt,5
5785,29,L,5-10jt,2
5786,28,L,5-10jt,6
5787,28,L,5-10jt,3
5788,25,P,3-5jt,3
5789,44,L,1-3jt,2
5790,50,L,1-3jt,5
5791,59,L,3-5jt,1
5792,58,L,3-5jt,5
5793,29,P,3-5jt,6
5794,41,P,1-3jt,0
5795,60,L,3-5jt,5
5796,25,P,3-5jt,6
5797,45,L,1-3jt,5
5798,42,P,1-3jt,1
5799,46,L,1-3jt,3
5800,26,L,5-10jt,2
5801,35,L,3-5jt,5
5802,30,P,5-10jt,4
5803,28,L,5-10jt,6
5804,48,L,3-5jt,6
5805,22,P,3-5jt,2
5806,19,L,5-10jt,6
5807,32,P,3-5jt,2
5808,40,P,3-5jt,5
5809,32,P,5-10jt,6
5810,41,P,1-3jt,2
5811,53,P,5-10jt,4
5812,47,L,5-10jt,6
5813,29,P,3-5jt,0
5814,49,P,5-10jt,3
5815,53,L,5-10jt,4
5816,30,P,1-3jt,6
5817,42,P,3-5jt,1
5818,21,P,5-10jt,4
5819,47,P,1-3jt,5
5820,51,P,1-3jt,3
5821,32,P,1-3jt,2
5822,47,P,1-3jt,1
5823,54,L,1-3jt,5
5824,25,P,3-5jt,2
5825,32,L,1-3jt,4
5826,38,P,5-10jt,4
5827,24,P,5-10jt,5
5828,47,P,5-10jt,3
5829,44,P,1-3jt,0
5830,22,P,5-10jt,1
5831,46,L,3-5jt,5
5832,40,L,3-5jt,6
5833,41,L,1-3jt,4
5834,37,P,3-5jt,0
5835,25,P,1-3jt,2
5836,18,P,3-5jt,6
5837,43,P,3-5jt,0
5838,34,P,5-10jt,4
5839,51,P,3-5jt,0
5840,46,L,1-3jt,2
5841,42,L,5-10jt,3
5842,43,P,1-3jt,3
5843,32,P,1-3jt,5
5844,18,P,3-5jt,6
5845,59,P,3-5jt,5
5846,56,P,1-3jt,1
5847,60,L,1-3jt,4
5848,25,P,5-10jt,0
5849,32,L,1-3jt,0
5850,41,P,5-10jt,4
5851,20,L,3-5jt,5
5852,20,L,3-5jt,4
5853,49,P,3-5jt,6
5854,59,L,1-3jt,4
5855,42,P,5-10jt,4
5856,28,L,5-10jt,6
5857,45,L,3-5jt,5
5858,50,P,5-10jt,3
5859,36,L,3-5jt,5
5860,49,P,5-10jt,5
5861,45,P,5-10jt,5
5862,48,P,5-10jt,6
5863,50,P,3-5jt,5
5864,28,P,3-5jt,2
5865,21,L,1-3jt,0
5866,56,P,5-10jt,5
5867,22,P,5-10jt,1
5868,44,P,3-5jt,6
5869,57,L,5-10jt,0
5870,37,L,1-3jt,1
5871,41,L,1-3jt,2
5872,38,L,1-3jt,4
5873,31,P,3-5jt,0
5874,39,L,1-3jt,1
5875,35,L,5-10jt,2
5876,46,L,1-3jt,5
5877,42,L,5-10jt,1
5878,42,P,3-5jt,3
5879,41,L,1-3jt,4
5880,17,L,1-3jt,1
5881,57,L,1-3jt,5
5882,52,P,3-5jt,4
5883,53,L,1-3jt,3
5884,20,L,3-5jt,5
5885,39,P,3-5jt,6
5886,17,P,3-5jt,0
5887,55,P,5-10jt,4
5888,47,P,3-5jt,6
5889,34,L,3-5jt,3
5890,60,P,5-10jt,0
5891,50,P,1-3jt,6
5892,56,P,5-10jt,2
5893,37,P,1-3jt,4
5894,18,P,5-10jt,1
5895,57,P,5-10jt,6
5896,25,P,5-10jt,4
5897,37,P,1-3jt,3
5898,27,P,5-10jt,0
5899,19,L,3-5jt,6
5900,20,L,3-5jt,3
5901,43,P,1-3jt,6
5902,54,L,3-5jt,0
5903,44,P,3-5jt,3
5904,60,L,5-10jt,5
5905,31,P,5-10jt,5
5906,60,P,1-3jt,3
5907,34,L,5-10jt,3
5908,52,L,5-10jt,5
5909,34,P,3-5jt,3
5910,52,L,1-3jt,5
5911,41,P,5-10jt,3
5912,40,L,5-10jt,4
5913,38,L,5-10jt,1
5914,55,L,5-10jt,1
5915,34,L,3-5jt,1
5916,54,L,3-5jt,6
5917,21,P,1-3jt,5
5918,35,P,1-3jt,0
5919,18,P,5-10jt,0
5920,38,L,3-5jt,6
5921,41,P,5-10jt,3
5922,28,L,3-5jt,1
5923,17,L,3-5jt,1
5924,46,P,5-10jt,3
5925,29,L,5-10jt,3
5926,56,L,5-10jt,5
5927,29,P,3-5jt,5
5928,42,L,5-10jt,3
5929,26,P,3-5jt,5
5930,36,L,3-5jt,5
5931,44,P,3-5jt,6
5932,33,P,5-10jt,5
5933,60,L,1-3jt,0
5934,32,P,3-5jt,1
5935,18,P,1-3jt,2
5936,59,P,3-5jt,1
5937,46,P,3-5jt,5
5938,60,L,1-3jt,1
5939,46,L,5-10jt,2
5940,60,L,3-5jt,4
5941,19,P,3-5jt,6
5942,47,L,5-10jt,1
5943,22,P,1-3jt,0
5944,46,L,1-3jt,0
5945,29,P,1-3jt,5
5946,52,L,3-5jt,6
5947,28,P,3-5jt,1
5948,19,L,5-10jt,3
5949,59,L,1-3jt,5
5950,52,P,3-5jt,2
5951,43,P,5-10jt,2
5952,47,P,1-3jt,2
5953,47,P,3-5jt,1
5954,21,P,5-10jt,4
5955,43,L,3-5jt,4
5956,54,P,5-10jt,6
5957,60,P,5-10jt,0
5958,51,L,3-5jt,2
5959,52,L,5-10jt,4
5960,48,L,1-3jt,2
5961,37,L,3-5jt,2
5962,31,P,5-10jt,5
